reading_date,precipitation_sum,rain_sum,town_name
2022-11-01,7.7999997,7.7999997,Carlisle
2022-11-02,9.1,9.1,Carlisle
2022-11-03,4.2,4.2,Carlisle
2022-11-04,0.2,0.2,Carlisle
2022-11-05,8.5,8.5,Carlisle
2022-11-06,0.3,0.3,Carlisle
2022-11-07,10.800002,10.800002,Carlisle
2022-11-08,12.699999,12.699999,Carlisle
2022-11-09,4.2,4.2,Carlisle
2022-11-10,0.6,0.6,Carlisle
2022-11-11,0.9000001,0.9000001,Carlisle
2022-11-12,0.1,0.1,Carlisle
2022-11-13,0.0,0.0,Carlisle
2022-11-14,0.0,0.0,Carlisle
2022-11-15,7.9999995,7.9999995,Carlisle
2022-11-16,0.3,0.3,Carlisle
2022-11-17,13.400001,13.400001,Carlisle
2022-11-18,5.7999997,5.7999997,Carlisle
2022-11-19,0.2,0.2,Carlisle
2022-11-20,5.699999,5.699999,Carlisle
2022-11-21,0.70000005,0.70000005,Carlisle
2022-11-22,0.2,0.2,Carlisle
2022-11-23,6.8,6.8,Carlisle
2022-11-24,14.3,14.3,Carlisle
2022-11-25,1.0,1.0,Carlisle
2022-11-26,7.7,7.7,Carlisle
2022-11-27,1.6,1.6,Carlisle
2022-11-28,0.2,0.2,Carlisle
2022-11-29,0.0,0.0,Carlisle
2022-11-30,0.0,0.0,Carlisle
2022-12-01,0.0,0.0,Carlisle
2022-12-02,0.2,0.2,Carlisle
2022-12-03,0.0,0.0,Carlisle
2022-12-04,1.8000002,1.8000002,Carlisle
2022-12-05,0.0,0.0,Carlisle
2022-12-06,0.0,0.0,Carlisle
2022-12-07,0.0,0.0,Carlisle
2022-12-08,0.0,0.0,Carlisle
2022-12-09,0.0,0.0,Carlisle
2022-12-10,0.0,0.0,Carlisle
2022-12-11,0.0,0.0,Carlisle
2022-12-12,0.0,0.0,Carlisle
2022-12-13,0.0,0.0,Carlisle
2022-12-14,0.0,0.0,Carlisle
2022-12-15,0.0,0.0,Carlisle
2022-12-16,0.0,0.0,Carlisle
2022-12-17,8.900001,3.4999995,Carlisle
2022-12-18,0.0,0.0,Carlisle
2022-12-19,5.699999,5.699999,Carlisle
2022-12-20,0.3,0.3,Carlisle
2022-12-21,9.900001,9.200001,Carlisle
2022-12-22,1.0,1.0,Carlisle
2022-12-23,8.5,8.5,Carlisle
2022-12-24,5.7,5.7,Carlisle
2022-12-25,7.6000004,7.6000004,Carlisle
2022-12-26,2.8000002,2.6000001,Carlisle
2022-12-27,7.4999995,7.4999995,Carlisle
2022-12-28,5.8999996,5.8999996,Carlisle
2022-12-29,1.5000002,1.5000002,Carlisle
2022-12-30,24.400002,24.400002,Carlisle
2022-12-31,11.599999,11.599999,Carlisle
2023-01-01,16.0,16.0,Carlisle
2023-01-02,0.4,0.4,Carlisle
2023-01-03,7.4999995,7.4999995,Carlisle
2023-01-04,6.9,6.9,Carlisle
2023-01-05,8.400001,8.400001,Carlisle
2023-01-06,0.4,0.4,Carlisle
2023-01-07,9.6,9.6,Carlisle
2023-01-08,8.5,8.1,Carlisle
2023-01-09,0.2,0.2,Carlisle
2023-01-10,24.2,24.2,Carlisle
2023-01-11,4.2,4.2,Carlisle
2023-01-12,4.8,4.8,Carlisle
2023-01-13,3.1999998,3.1999998,Carlisle
2023-01-14,19.900002,19.900002,Carlisle
2023-01-15,2.1,1.7,Carlisle
2023-01-16,2.8,1.1,Carlisle
2023-01-17,0.0,0.0,Carlisle
2023-01-18,0.0,0.0,Carlisle
2023-01-19,0.0,0.0,Carlisle
2023-01-20,0.0,0.0,Carlisle
2023-01-21,0.0,0.0,Carlisle
2023-01-22,0.4,0.4,Carlisle
2023-01-23,0.6,0.6,Carlisle
2023-01-24,1.1,1.1,Carlisle
2023-01-25,4.2000003,4.2000003,Carlisle
2023-01-26,0.0,0.0,Carlisle
2023-01-27,0.0,0.0,Carlisle
2023-01-28,0.1,0.1,Carlisle
2023-01-29,0.5,0.5,Carlisle
2023-01-30,0.4,0.4,Carlisle
2023-01-31,6.8,6.5000005,Carlisle
2023-02-01,3.6999998,3.6999998,Carlisle
2023-02-02,1.4000001,1.4000001,Carlisle
2023-02-03,0.70000005,0.70000005,Carlisle
2023-02-04,2.5,2.5,Carlisle
2023-02-05,0.0,0.0,Carlisle
2023-02-06,0.0,0.0,Carlisle
2023-02-07,0.2,0.2,Carlisle
2023-02-08,2.2,2.2,Carlisle
2023-02-09,0.0,0.0,Carlisle
2023-02-10,0.5,0.5,Carlisle
2023-02-11,0.0,0.0,Carlisle
2023-02-12,0.0,0.0,Carlisle
2023-02-13,0.0,0.0,Carlisle
2023-02-14,0.7,0.7,Carlisle
2023-02-15,1.3,1.3,Carlisle
2023-02-16,3.2,3.2,Carlisle
2023-02-17,7.4000006,7.4000006,Carlisle
2023-02-18,11.200001,11.200001,Carlisle
2023-02-19,0.70000005,0.70000005,Carlisle
2023-02-20,4.0,4.0,Carlisle
2023-02-21,0.3,0.3,Carlisle
2023-02-22,2.2,2.2,Carlisle
2023-02-23,0.0,0.0,Carlisle
2023-02-24,0.0,0.0,Carlisle
2023-02-25,0.0,0.0,Carlisle
2023-02-26,0.0,0.0,Carlisle
2023-02-27,0.0,0.0,Carlisle
2023-02-28,0.0,0.0,Carlisle
2023-03-01,0.2,0.2,Carlisle
2023-03-02,0.3,0.3,Carlisle
2023-03-03,0.0,0.0,Carlisle
2023-03-04,0.0,0.0,Carlisle
2023-03-05,1.1,1.1,Carlisle
2023-03-06,1.3000002,1.3000002,Carlisle
2023-03-07,0.1,0.0,Carlisle
2023-03-08,0.0,0.0,Carlisle
2023-03-09,3.6000001,0.3,Carlisle
2023-03-10,2.3,0.1,Carlisle
2023-03-11,1.1,0.6,Carlisle
2023-03-12,10.6,10.6,Carlisle
2023-03-13,22.899998,22.899998,Carlisle
2023-03-14,4.4,1.6000003,Carlisle
2023-03-15,4.6,4.6,Carlisle
2023-03-16,8.4,8.4,Carlisle
2023-03-17,2.6999998,2.6999998,Carlisle
2023-03-18,6.299999,6.299999,Carlisle
2023-03-19,0.8000001,0.8000001,Carlisle
2023-03-20,2.7000003,2.7000003,Carlisle
2023-03-21,9.499999,9.499999,Carlisle
2023-03-22,15.0,15.0,Carlisle
2023-03-23,10.700001,10.700001,Carlisle
2023-03-24,10.700001,10.700001,Carlisle
2023-03-25,7.8,7.8,Carlisle
2023-03-26,1.2000002,1.2000002,Carlisle
2023-03-27,0.0,0.0,Carlisle
2023-03-28,1.9000001,1.9000001,Carlisle
2023-03-29,3.5999997,3.5999997,Carlisle
2023-03-30,6.2999997,6.2999997,Carlisle
2023-03-31,0.70000005,0.70000005,Carlisle
2023-04-01,0.0,0.0,Carlisle
2023-04-02,0.0,0.0,Carlisle
2023-04-03,0.0,0.0,Carlisle
2023-04-04,0.0,0.0,Carlisle
2023-04-05,9.1,9.1,Carlisle
2023-04-06,4.2,4.2,Carlisle
2023-04-07,0.0,0.0,Carlisle
2023-04-08,0.0,0.0,Carlisle
2023-04-09,0.4,0.4,Carlisle
2023-04-10,4.1,4.1,Carlisle
2023-04-11,13.6,13.6,Carlisle
2023-04-12,4.7,4.0,Carlisle
2023-04-13,2.6999998,2.6999998,Carlisle
2023-04-14,0.90000004,0.90000004,Carlisle
2023-04-15,0.2,0.2,Carlisle
2023-04-16,0.0,0.0,Carlisle
2023-04-17,1.5000001,1.5000001,Carlisle
2023-04-18,0.0,0.0,Carlisle
2023-04-19,0.0,0.0,Carlisle
2023-04-20,0.0,0.0,Carlisle
2023-04-21,0.1,0.1,Carlisle
2023-04-22,5.6,5.6,Carlisle
2023-04-23,1.2,1.2,Carlisle
2023-04-24,0.8,0.8,Carlisle
2023-04-25,0.0,0.0,Carlisle
2023-04-26,0.3,0.3,Carlisle
2023-04-27,1.3000001,1.3000001,Carlisle
2023-04-28,0.90000004,0.90000004,Carlisle
2023-04-29,1.9000002,1.9000002,Carlisle
2023-04-30,22.500002,22.500002,Carlisle
2023-05-01,4.1,4.1,Carlisle
2023-05-02,1.3000001,1.3000001,Carlisle
2023-05-03,0.0,0.0,Carlisle
2023-05-04,0.4,0.4,Carlisle
2023-05-05,4.3999996,4.3999996,Carlisle
2023-05-06,10.099999,10.099999,Carlisle
2023-05-07,1.6000001,1.6000001,Carlisle
2023-05-08,17.100002,17.100002,Carlisle
2023-05-09,0.8000001,0.8000001,Carlisle
2023-05-10,3.3,3.3,Carlisle
2023-05-11,16.599998,16.599998,Carlisle
2023-05-12,0.1,0.1,Carlisle
2023-05-13,0.0,0.0,Carlisle
2023-05-14,1.4000001,1.4000001,Carlisle
2023-05-15,1.1,1.1,Carlisle
2023-05-16,1.1,1.1,Carlisle
2023-05-17,0.2,0.2,Carlisle
2023-05-18,0.1,0.1,Carlisle
2023-05-19,1.7000002,1.7000002,Carlisle
2023-05-20,0.0,0.0,Carlisle
2023-05-21,0.0,0.0,Carlisle
2023-05-22,1.4000001,1.4000001,Carlisle
2023-05-23,0.0,0.0,Carlisle
2023-05-24,0.0,0.0,Carlisle
2023-05-25,0.0,0.0,Carlisle
2023-05-26,0.0,0.0,Carlisle
2023-05-27,0.0,0.0,Carlisle
2023-05-28,0.3,0.3,Carlisle
2023-05-29,0.0,0.0,Carlisle
2023-05-30,0.0,0.0,Carlisle
2023-05-31,0.0,0.0,Carlisle
2023-06-01,0.0,0.0,Carlisle
2023-06-02,0.0,0.0,Carlisle
2023-06-03,0.0,0.0,Carlisle
2023-06-04,0.0,0.0,Carlisle
2023-06-05,0.0,0.0,Carlisle
2023-06-06,0.0,0.0,Carlisle
2023-06-07,0.0,0.0,Carlisle
2023-06-08,0.0,0.0,Carlisle
2023-06-09,0.0,0.0,Carlisle
2023-06-10,0.0,0.0,Carlisle
2023-06-11,1.7,1.7,Carlisle
2023-06-12,0.2,0.2,Carlisle
2023-06-13,0.0,0.0,Carlisle
2023-06-14,0.0,0.0,Carlisle
2023-06-15,0.0,0.0,Carlisle
2023-06-16,0.0,0.0,Carlisle
2023-06-17,0.5,0.5,Carlisle
2023-06-18,10.0,10.0,Carlisle
2023-06-19,2.5999997,2.5999997,Carlisle
2023-06-20,12.199999,12.199999,Carlisle
2023-06-21,1.8000001,1.8000001,Carlisle
2023-06-22,0.0,0.0,Carlisle
2023-06-23,2.9,2.9,Carlisle
2023-06-24,2.3000002,2.3000002,Carlisle
2023-06-25,6.999999,6.999999,Carlisle
2023-06-26,1.7000003,1.7000003,Carlisle
2023-06-27,5.8999996,5.8999996,Carlisle
2023-06-28,7.7,7.7,Carlisle
2023-06-29,1.0,1.0,Carlisle
2023-06-30,5.5999994,5.5999994,Carlisle
2023-07-01,1.4000001,1.4000001,Carlisle
2023-07-02,2.4,2.4,Carlisle
2023-07-03,5.0,5.0,Carlisle
2023-07-04,3.4999995,3.4999995,Carlisle
2023-07-05,0.8,0.8,Carlisle
2023-07-06,1.0,1.0,Carlisle
2023-07-07,0.1,0.1,Carlisle
2023-07-08,25.7,25.7,Carlisle
2023-07-09,5.3999996,5.3999996,Carlisle
2023-07-10,11.6,11.6,Carlisle
2023-07-11,9.2,9.2,Carlisle
2023-07-12,7.1999993,7.1999993,Carlisle
2023-07-13,0.9000001,0.9000001,Carlisle
2023-07-14,7.2,7.2,Carlisle
2023-07-15,7.6,7.6,Carlisle
2023-07-16,3.5999997,3.5999997,Carlisle
2023-07-17,1.5,1.5,Carlisle
2023-07-18,15.800002,15.800002,Carlisle
2023-07-19,1.6,1.6,Carlisle
2023-07-20,0.90000004,0.90000004,Carlisle
2023-07-21,2.1000004,2.1000004,Carlisle
2023-07-22,18.500002,18.500002,Carlisle
2023-07-23,28.5,28.5,Carlisle
2023-07-24,0.0,0.0,Carlisle
2023-07-25,2.1999998,2.1999998,Carlisle
2023-07-26,7.3999996,7.3999996,Carlisle
2023-07-27,2.9999995,2.9999995,Carlisle
2023-07-28,3.6999998,3.6999998,Carlisle
2023-07-29,4.4999995,4.4999995,Carlisle
2023-07-30,5.5999994,5.5999994,Carlisle
2023-07-31,9.500001,9.500001,Carlisle
2023-08-01,3.4,3.4,Carlisle
2023-08-02,6.7999997,6.7999997,Carlisle
2023-08-03,7.6,7.6,Carlisle
2023-08-04,0.6,0.6,Carlisle
2023-08-05,3.1999996,3.1999996,Carlisle
2023-08-06,2.7999997,2.7999997,Carlisle
2023-08-07,2.0,2.0,Carlisle
2023-08-08,0.4,0.4,Carlisle
2023-08-09,0.0,0.0,Carlisle
2023-08-10,0.0,0.0,Carlisle
2023-08-11,3.0999997,3.0999997,Carlisle
2023-08-12,5.999999,5.999999,Carlisle
2023-08-13,4.1,4.1,Carlisle
2023-08-14,31.699999,31.699999,Carlisle
2023-08-15,2.5,2.5,Carlisle
2023-08-16,0.0,0.0,Carlisle
2023-08-17,0.0,0.0,Carlisle
2023-08-18,2.2,2.2,Carlisle
2023-08-19,7.999999,7.999999,Carlisle
2023-08-20,1.6,1.6,Carlisle
2023-08-21,4.2999997,4.2999997,Carlisle
2023-08-22,3.7,3.7,Carlisle
2023-08-23,1.8,1.8,Carlisle
2023-08-24,1.7000002,1.7000002,Carlisle
2023-08-25,2.7,2.7,Carlisle
2023-08-26,1.7,1.7,Carlisle
2023-08-27,0.5,0.5,Carlisle
2023-08-28,0.3,0.3,Carlisle
2023-08-29,1.6000001,1.6000001,Carlisle
2023-08-30,0.0,0.0,Carlisle
2023-08-31,0.0,0.0,Carlisle
2023-09-01,1.5000001,1.5000001,Carlisle
2023-09-02,0.1,0.1,Carlisle
2023-09-03,0.0,0.0,Carlisle
2023-09-04,0.0,0.0,Carlisle
2023-09-05,0.0,0.0,Carlisle
2023-09-06,0.0,0.0,Carlisle
2023-09-07,0.0,0.0,Carlisle
2023-09-08,0.0,0.0,Carlisle
2023-09-09,1.1,1.1,Carlisle
2023-09-10,20.900002,20.900002,Carlisle
2023-09-11,7.4999995,7.4999995,Carlisle
2023-09-12,0.1,0.1,Carlisle
2023-09-13,3.4,3.4,Carlisle
2023-09-14,3.8999996,3.8999996,Carlisle
2023-09-15,18.900002,18.900002,Carlisle
2023-09-16,0.1,0.1,Carlisle
2023-09-17,2.0,2.0,Carlisle
2023-09-18,12.700001,12.700001,Carlisle
2023-09-19,20.300001,20.300001,Carlisle
2023-09-20,13.900002,13.900002,Carlisle
2023-09-21,0.1,0.1,Carlisle
2023-09-22,5.5,5.5,Carlisle
2023-09-23,1.0,1.0,Carlisle
2023-09-24,18.999998,18.999998,Carlisle
2023-09-25,1.0000001,1.0000001,Carlisle
2023-09-26,4.1,4.1,Carlisle
2023-09-27,8.099999,8.099999,Carlisle
2023-09-28,3.3000004,3.3000004,Carlisle
2023-09-29,0.8000001,0.8000001,Carlisle
2023-09-30,5.0,5.0,Carlisle
2023-10-01,7.7,7.7,Carlisle
2023-10-02,0.1,0.1,Carlisle
2023-10-03,4.1,4.1,Carlisle
2023-10-04,2.3000002,2.3000002,Carlisle
2023-10-05,6.7999997,6.7999997,Carlisle
2023-10-06,8.900001,8.900001,Carlisle
2023-10-07,15.699999,15.699999,Carlisle
2023-10-08,6.0,6.0,Carlisle
2023-10-09,0.6,0.6,Carlisle
2023-10-10,2.0,2.0,Carlisle
2023-10-11,3.6,3.6,Carlisle
2023-10-12,0.0,0.0,Carlisle
2023-10-13,1.5000001,1.5000001,Carlisle
2023-10-14,0.4,0.4,Carlisle
2023-10-15,0.0,0.0,Carlisle
2023-10-16,0.0,0.0,Carlisle
2023-10-17,0.0,0.0,Carlisle
2023-10-18,1.7,1.7,Carlisle
2023-10-19,7.8999996,7.8999996,Carlisle
2023-10-20,6.799999,6.799999,Carlisle
2023-10-21,0.3,0.3,Carlisle
2023-10-22,0.8,0.8,Carlisle
2023-10-23,0.0,0.0,Carlisle
2023-10-24,1.3000001,1.3000001,Carlisle
2023-10-25,0.70000005,0.70000005,Carlisle
2023-10-26,3.5,3.5,Carlisle
2023-10-27,6.5,6.5,Carlisle
2023-10-28,0.0,0.0,Carlisle
2023-10-29,10.0,10.0,Carlisle
2023-10-30,0.0,0.0,Carlisle
2023-10-31,1.2,1.2,Carlisle
2022-11-01,11.500001,11.500001,Chesterfield
2022-11-02,4.2,4.2,Chesterfield
2022-11-03,1.8,1.8,Chesterfield
2022-11-04,0.0,0.0,Chesterfield
2022-11-05,0.6,0.6,Chesterfield
2022-11-06,1.8000001,1.8000001,Chesterfield
2022-11-07,0.4,0.4,Chesterfield
2022-11-08,4.7999997,4.7999997,Chesterfield
2022-11-09,0.0,0.0,Chesterfield
2022-11-10,0.0,0.0,Chesterfield
2022-11-11,0.0,0.0,Chesterfield
2022-11-12,0.0,0.0,Chesterfield
2022-11-13,0.0,0.0,Chesterfield
2022-11-14,0.1,0.1,Chesterfield
2022-11-15,12.199999,12.199999,Chesterfield
2022-11-16,5.6,5.6,Chesterfield
2022-11-17,25.000004,25.000004,Chesterfield
2022-11-18,0.1,0.1,Chesterfield
2022-11-19,0.5,0.5,Chesterfield
2022-11-20,2.6999998,2.6999998,Chesterfield
2022-11-21,19.3,19.3,Chesterfield
2022-11-22,5.1999993,5.1999993,Chesterfield
2022-11-23,5.0999994,5.0999994,Chesterfield
2022-11-24,3.7,3.7,Chesterfield
2022-11-25,0.0,0.0,Chesterfield
2022-11-26,1.4000001,1.4000001,Chesterfield
2022-11-27,3.5,3.5,Chesterfield
2022-11-28,0.0,0.0,Chesterfield
2022-11-29,0.0,0.0,Chesterfield
2022-11-30,0.0,0.0,Chesterfield
2022-12-01,0.0,0.0,Chesterfield
2022-12-02,0.1,0.1,Chesterfield
2022-12-03,3.4,3.4,Chesterfield
2022-12-04,4.9999995,4.9999995,Chesterfield
2022-12-05,2.1999998,2.1999998,Chesterfield
2022-12-06,0.0,0.0,Chesterfield
2022-12-07,0.0,0.0,Chesterfield
2022-12-08,0.0,0.0,Chesterfield
2022-12-09,0.0,0.0,Chesterfield
2022-12-10,0.0,0.0,Chesterfield
2022-12-11,0.0,0.0,Chesterfield
2022-12-12,0.0,0.0,Chesterfield
2022-12-13,0.0,0.0,Chesterfield
2022-12-14,0.0,0.0,Chesterfield
2022-12-15,0.0,0.0,Chesterfield
2022-12-16,0.0,0.0,Chesterfield
2022-12-17,5.9,4.1,Chesterfield
2022-12-18,3.8000004,3.2,Chesterfield
2022-12-19,4.799999,4.799999,Chesterfield
2022-12-20,5.8,5.8,Chesterfield
2022-12-21,0.90000004,0.90000004,Chesterfield
2022-12-22,1.2,1.2,Chesterfield
2022-12-23,14.4,14.4,Chesterfield
2022-12-24,0.0,0.0,Chesterfield
2022-12-25,0.0,0.0,Chesterfield
2022-12-26,0.3,0.3,Chesterfield
2022-12-27,6.2,6.2,Chesterfield
2022-12-28,5.2000003,5.2000003,Chesterfield
2022-12-29,1.5,1.5,Chesterfield
2022-12-30,0.9,0.9,Chesterfield
2022-12-31,10.3,10.3,Chesterfield
2023-01-01,0.1,0.1,Chesterfield
2023-01-02,0.0,0.0,Chesterfield
2023-01-03,6.0,6.0,Chesterfield
2023-01-04,0.6,0.6,Chesterfield
2023-01-05,1.2,1.2,Chesterfield
2023-01-06,4.4999995,4.4999995,Chesterfield
2023-01-07,8.4,8.4,Chesterfield
2023-01-08,0.3,0.3,Chesterfield
2023-01-09,0.3,0.3,Chesterfield
2023-01-10,10.700001,10.700001,Chesterfield
2023-01-11,5.8,5.8,Chesterfield
2023-01-12,5.3999996,5.3999996,Chesterfield
2023-01-13,0.4,0.4,Chesterfield
2023-01-14,9.0,9.0,Chesterfield
2023-01-15,0.6,0.6,Chesterfield
2023-01-16,0.0,0.0,Chesterfield
2023-01-17,0.0,0.0,Chesterfield
2023-01-18,0.0,0.0,Chesterfield
2023-01-19,0.0,0.0,Chesterfield
2023-01-20,0.0,0.0,Chesterfield
2023-01-21,0.0,0.0,Chesterfield
2023-01-22,0.0,0.0,Chesterfield
2023-01-23,0.0,0.0,Chesterfield
2023-01-24,0.0,0.0,Chesterfield
2023-01-25,0.4,0.4,Chesterfield
2023-01-26,0.0,0.0,Chesterfield
2023-01-27,0.2,0.2,Chesterfield
2023-01-28,0.0,0.0,Chesterfield
2023-01-29,0.3,0.3,Chesterfield
2023-01-30,0.1,0.1,Chesterfield
2023-01-31,0.2,0.2,Chesterfield
2023-02-01,0.2,0.2,Chesterfield
2023-02-02,0.4,0.4,Chesterfield
2023-02-03,0.4,0.4,Chesterfield
2023-02-04,0.0,0.0,Chesterfield
2023-02-05,0.0,0.0,Chesterfield
2023-02-06,0.0,0.0,Chesterfield
2023-02-07,0.0,0.0,Chesterfield
2023-02-08,0.0,0.0,Chesterfield
2023-02-09,0.0,0.0,Chesterfield
2023-02-10,0.0,0.0,Chesterfield
2023-02-11,0.0,0.0,Chesterfield
2023-02-12,0.0,0.0,Chesterfield
2023-02-13,0.0,0.0,Chesterfield
2023-02-14,0.0,0.0,Chesterfield
2023-02-15,0.0,0.0,Chesterfield
2023-02-16,4.2999997,4.2999997,Chesterfield
2023-02-17,1.1,1.1,Chesterfield
2023-02-18,0.8000001,0.8000001,Chesterfield
2023-02-19,0.2,0.2,Chesterfield
2023-02-20,0.1,0.1,Chesterfield
2023-02-21,0.0,0.0,Chesterfield
2023-02-22,1.5000001,1.5000001,Chesterfield
2023-02-23,0.2,0.2,Chesterfield
2023-02-24,0.5,0.5,Chesterfield
2023-02-25,1.6000001,1.6000001,Chesterfield
2023-02-26,0.3,0.3,Chesterfield
2023-02-27,1.6000001,1.6000001,Chesterfield
2023-02-28,2.7,2.7,Chesterfield
2023-03-01,3.3000002,3.3000002,Chesterfield
2023-03-02,0.0,0.0,Chesterfield
2023-03-03,0.4,0.4,Chesterfield
2023-03-04,0.0,0.0,Chesterfield
2023-03-05,0.3,0.2,Chesterfield
2023-03-06,0.9000001,0.7000001,Chesterfield
2023-03-07,1.0,0.70000005,Chesterfield
2023-03-08,2.3,0.10000001,Chesterfield
2023-03-09,12.5,0.6999999,Chesterfield
2023-03-10,10.599999,0.100000024,Chesterfield
2023-03-11,3.6000001,1.3,Chesterfield
2023-03-12,5.3999996,5.3999996,Chesterfield
2023-03-13,6.0,6.0,Chesterfield
2023-03-14,4.3999996,2.9999995,Chesterfield
2023-03-15,2.7,2.7,Chesterfield
2023-03-16,2.4,2.4,Chesterfield
2023-03-17,3.9,3.9,Chesterfield
2023-03-18,1.6000003,1.6000003,Chesterfield
2023-03-19,1.0,1.0,Chesterfield
2023-03-20,6.2999997,6.2999997,Chesterfield
2023-03-21,5.7,5.7,Chesterfield
2023-03-22,2.5,2.5,Chesterfield
2023-03-23,1.6,1.6,Chesterfield
2023-03-24,0.2,0.2,Chesterfield
2023-03-25,0.9000001,0.9000001,Chesterfield
2023-03-26,1.0,1.0,Chesterfield
2023-03-27,0.0,0.0,Chesterfield
2023-03-28,4.7999997,4.7999997,Chesterfield
2023-03-29,6.5999994,6.5999994,Chesterfield
2023-03-30,2.6,2.6,Chesterfield
2023-03-31,8.6,8.6,Chesterfield
2023-04-01,0.8000001,0.8000001,Chesterfield
2023-04-02,0.1,0.1,Chesterfield
2023-04-03,0.0,0.0,Chesterfield
2023-04-04,0.0,0.0,Chesterfield
2023-04-05,3.0999997,3.0999997,Chesterfield
2023-04-06,7.2,7.2,Chesterfield
2023-04-07,0.0,0.0,Chesterfield
2023-04-08,0.0,0.0,Chesterfield
2023-04-09,0.2,0.2,Chesterfield
2023-04-10,4.6,4.6,Chesterfield
2023-04-11,5.2,5.2,Chesterfield
2023-04-12,3.1,2.9999998,Chesterfield
2023-04-13,2.5000002,2.3000002,Chesterfield
2023-04-14,11.500001,11.500001,Chesterfield
2023-04-15,0.1,0.1,Chesterfield
2023-04-16,0.0,0.0,Chesterfield
